"","Year","State","State.Minimum.Wage","State.Minimum.Wage.2020.Dollars","Federal.Minimum.Wage","Federal.Minimum.Wage.2020.Dollars","Effective.Minimum.Wage","Effective.Minimum.Wage.2020.Dollars","CPI.Average","Department.Of.Labor.Uncleaned.Data","Department.Of.Labor.Cleaned.Low.Value","Department.Of.Labor.Cleaned.Low.Value.2020.Dollars","Department.Of.Labor.Cleaned.High.Value","Department.Of.Labor.Cleaned.High.Value.2020.Dollars","Average_Inflation","Inflation_Category"
"186",2003,"Michigan",5.15,7.24,5.15,7.24,5.15,7.24,184,"5.15(e)",5.15,7.24,5.15,7.24,1.5,"Low Inflation"
"187",2003,"Minnesota",4.9,6.89,5.15,7.24,5.15,7.24,184,"4.90 - 5.15(g)",4.9,6.89,5.15,7.24,1.5,"Low Inflation"
"188",2003,"Mississippi",0,0,5.15,7.24,5.15,7.24,184,"...",0,0,0,0,1.5,"Low Inflation"
"189",2003,"Missouri",5.15,7.24,5.15,7.24,5.15,7.24,184,"5.15",5.15,7.24,5.15,7.24,1.5,"Low Inflation"
"190",2003,"Montana",4,5.62,5.15,7.24,5.15,7.24,184,"4.00 - 5.15(g)",4,5.62,5.15,7.24,1.5,"Low Inflation"
"191",2003,"Nebraska",5.15,7.24,5.15,7.24,5.15,7.24,184,"5.15[c]",5.15,7.24,5.15,7.24,1.5,"Low Inflation"
"192",2003,"Nevada",5.15,7.24,5.15,7.24,5.15,7.24,184,"5.15",5.15,7.24,5.15,7.24,1.5,"Low Inflation"
"193",2003,"New Hampshire",5.15,7.24,5.15,7.24,5.15,7.24,184,"5.15",5.15,7.24,5.15,7.24,1.5,"Low Inflation"
"194",2003,"New Jersey",5.15,7.24,5.15,7.24,5.15,7.24,184,"5.15",5.15,7.24,5.15,7.24,1.5,"Low Inflation"
"195",2003,"New Mexico",4.25,5.97,5.15,7.24,5.15,7.24,184,"4.25",4.25,5.97,4.25,5.97,1.5,"Low Inflation"
"196",2003,"New York",5.15,7.24,5.15,7.24,5.15,7.24,184,"5.15",5.15,7.24,5.15,7.24,1.5,"Low Inflation"
"197",2003,"North Carolina",5.15,7.24,5.15,7.24,5.15,7.24,184,"5.15",5.15,7.24,5.15,7.24,1.5,"Low Inflation"
"198",2003,"North Dakota",5.15,7.24,5.15,7.24,5.15,7.24,184,"5.15",5.15,7.24,5.15,7.24,1.5,"Low Inflation"
"199",2003,"Ohio",2.8,3.94,5.15,7.24,5.15,7.24,184,"2.80 - 4.25(g)",2.8,3.94,4.25,5.97,1.5,"Low Inflation"
"200",2003,"Oklahoma",2,2.81,5.15,7.24,5.15,7.24,184,"2.00 - 5.15(g)",2,2.81,5.15,7.24,1.5,"Low Inflation"
"201",2003,"Oregon",6.9,9.7,5.15,7.24,6.9,9.7,184,"6.9",6.9,9.7,6.9,9.7,1.5,"Low Inflation"
"202",2003,"Pennsylvania",5.15,7.24,5.15,7.24,5.15,7.24,184,"5.15",5.15,7.24,5.15,7.24,1.5,"Low Inflation"
"203",2003,"Puerto Rico",3.61,5.07,5.15,7.24,5.15,7.24,184,"3.61 - 5.15(i)",3.61,5.07,5.15,7.24,1.5,"Low Inflation"
"204",2003,"Rhode Island",6.15,8.65,5.15,7.24,6.15,8.65,184,"6.15",6.15,8.65,6.15,8.65,1.5,"Low Inflation"
"205",2003,"South Carolina",0,0,5.15,7.24,5.15,7.24,184,"...",0,0,0,0,1.5,"Low Inflation"
"206",2003,"South Dakota",5.15,7.24,5.15,7.24,5.15,7.24,184,"5.15",5.15,7.24,5.15,7.24,1.5,"Low Inflation"
"207",2003,"Tennessee",0,0,5.15,7.24,5.15,7.24,184,"...",0,0,0,0,1.5,"Low Inflation"
"208",2003,"Texas",5.15,7.24,5.15,7.24,5.15,7.24,184,"5.15",5.15,7.24,5.15,7.24,1.5,"Low Inflation"
"209",2003,"U.S. Virgin Islands",4.3,6.04,5.15,7.24,5.15,7.24,184,"4.30 - 4.65(g,j)",4.3,6.04,4.65,6.54,1.5,"Low Inflation"
"210",2003,"Utah",5.15,7.24,5.15,7.24,5.15,7.24,184,"5.15",5.15,7.24,5.15,7.24,1.5,"Low Inflation"
"211",2003,"Vermont",6.25,8.79,5.15,7.24,6.25,8.79,184,"6.25(e)",6.25,8.79,6.25,8.79,1.5,"Low Inflation"
"212",2003,"Virginia",5.15,7.24,5.15,7.24,5.15,7.24,184,"5.15[c]",5.15,7.24,5.15,7.24,1.5,"Low Inflation"
"213",2003,"Washington",7.01,9.85,5.15,7.24,7.01,9.85,184,"7.01",7.01,9.85,7.01,9.85,1.5,"Low Inflation"
"214",2003,"West Virginia",5.15,7.24,5.15,7.24,5.15,7.24,184,"5.15(d)",5.15,7.24,5.15,7.24,1.5,"Low Inflation"
"215",2003,"Wisconsin",5.15,7.24,5.15,7.24,5.15,7.24,184,"5.15",5.15,7.24,5.15,7.24,1.5,"Low Inflation"
"216",2003,"Wyoming",5.15,7.24,5.15,7.24,5.15,7.24,184,"5.15",5.15,7.24,5.15,7.24,1.5,"Low Inflation"
"217",2004,"Alabama",0,0,5.15,7.05,5.15,7.05,188.9,"...",0,0,0,0,1.8,"Low Inflation"
"218",2004,"Alaska",7.15,9.79,5.15,7.05,7.15,9.79,188.9,"7.15",7.15,9.79,7.15,9.79,1.8,"Low Inflation"
"219",2004,"Arizona",0,0,5.15,7.05,5.15,7.05,188.9,"...",0,0,0,0,1.8,"Low Inflation"
"220",2004,"Arkansas",5.15,7.05,5.15,7.05,5.15,7.05,188.9,"5.15[c]",5.15,7.05,5.15,7.05,1.8,"Low Inflation"
"221",2004,"California",6.75,9.24,5.15,7.05,6.75,9.24,188.9,"6.75",6.75,9.24,6.75,9.24,1.8,"Low Inflation"
"222",2004,"Colorado",5.15,7.05,5.15,7.05,5.15,7.05,188.9,"5.15",5.15,7.05,5.15,7.05,1.8,"Low Inflation"
"223",2004,"Connecticut",7.1,9.72,5.15,7.05,7.1,9.72,188.9,"7.1",7.1,9.72,7.1,9.72,1.8,"Low Inflation"
"224",2004,"Delaware",6.15,8.42,5.15,7.05,6.15,8.42,188.9,"6.15",6.15,8.42,6.15,8.42,1.8,"Low Inflation"
"225",2004,"District of Columbia",6.15,8.42,5.15,7.05,6.15,8.42,188.9,"6.15",6.15,8.42,6.15,8.42,1.8,"Low Inflation"
"226",2004,"Florida",0,0,5.15,7.05,5.15,7.05,188.9,"...",0,0,0,0,1.8,"Low Inflation"
"227",2004,"Georgia",5.15,7.05,5.15,7.05,5.15,7.05,188.9,"5.15(d)",5.15,7.05,5.15,7.05,1.8,"Low Inflation"
"228",2004,"Guam",5.15,7.05,5.15,7.05,5.15,7.05,188.9,"5.15",5.15,7.05,5.15,7.05,1.8,"Low Inflation"
"229",2004,"Hawaii",6.25,8.56,5.15,7.05,6.25,8.56,188.9,"6.25",6.25,8.56,6.25,8.56,1.8,"Low Inflation"
"230",2004,"Idaho",5.15,7.05,5.15,7.05,5.15,7.05,188.9,"5.15",5.15,7.05,5.15,7.05,1.8,"Low Inflation"
"231",2004,"Illinois",5.5,7.53,5.15,7.05,5.5,7.53,188.9,"5.50[c]",5.5,7.53,5.5,7.53,1.8,"Low Inflation"
"232",2004,"Indiana",5.15,7.05,5.15,7.05,5.15,7.05,188.9,"5.15(e)",5.15,7.05,5.15,7.05,1.8,"Low Inflation"
"233",2004,"Iowa",5.15,7.05,5.15,7.05,5.15,7.05,188.9,"5.15",5.15,7.05,5.15,7.05,1.8,"Low Inflation"
"234",2004,"Kansas",2.65,3.63,5.15,7.05,5.15,7.05,188.9,"2.65",2.65,3.63,2.65,3.63,1.8,"Low Inflation"
"235",2004,"Kentucky",5.15,7.05,5.15,7.05,5.15,7.05,188.9,"5.15",5.15,7.05,5.15,7.05,1.8,"Low Inflation"
"236",2004,"Louisiana",0,0,5.15,7.05,5.15,7.05,188.9,"...",0,0,0,0,1.8,"Low Inflation"
"237",2004,"Maine",6.25,8.56,5.15,7.05,6.25,8.56,188.9,"6.25",6.25,8.56,6.25,8.56,1.8,"Low Inflation"
"238",2004,"Maryland",5.15,7.05,5.15,7.05,5.15,7.05,188.9,"5.15",5.15,7.05,5.15,7.05,1.8,"Low Inflation"
"239",2004,"Massachusetts",6.75,9.24,5.15,7.05,6.75,9.24,188.9,"6.75",6.75,9.24,6.75,9.24,1.8,"Low Inflation"
"240",2004,"Michigan",5.15,7.05,5.15,7.05,5.15,7.05,188.9,"5.15(e)",5.15,7.05,5.15,7.05,1.8,"Low Inflation"
"241",2004,"Minnesota",4.9,6.71,5.15,7.05,5.15,7.05,188.9,"4.90 - 5.15(g)",4.9,6.71,5.15,7.05,1.8,"Low Inflation"
"242",2004,"Mississippi",0,0,5.15,7.05,5.15,7.05,188.9,"...",0,0,0,0,1.8,"Low Inflation"
"243",2004,"Missouri",5.15,7.05,5.15,7.05,5.15,7.05,188.9,"5.15",5.15,7.05,5.15,7.05,1.8,"Low Inflation"
"244",2004,"Montana",4,5.48,5.15,7.05,5.15,7.05,188.9,"4.00 - 5.15(g)",4,5.48,5.15,7.05,1.8,"Low Inflation"
"245",2004,"Nebraska",5.15,7.05,5.15,7.05,5.15,7.05,188.9,"5.15[c]",5.15,7.05,5.15,7.05,1.8,"Low Inflation"
"246",2004,"Nevada",5.15,7.05,5.15,7.05,5.15,7.05,188.9,"5.15",5.15,7.05,5.15,7.05,1.8,"Low Inflation"
"247",2004,"New Hampshire",5.15,7.05,5.15,7.05,5.15,7.05,188.9,"5.15",5.15,7.05,5.15,7.05,1.8,"Low Inflation"
"248",2004,"New Jersey",5.15,7.05,5.15,7.05,5.15,7.05,188.9,"5.15",5.15,7.05,5.15,7.05,1.8,"Low Inflation"
"249",2004,"New Mexico",5.15,7.05,5.15,7.05,5.15,7.05,188.9,"5.15",5.15,7.05,5.15,7.05,1.8,"Low Inflation"
"250",2004,"New York",5.15,7.05,5.15,7.05,5.15,7.05,188.9,"5.15",5.15,7.05,5.15,7.05,1.8,"Low Inflation"
"251",2004,"North Carolina",5.15,7.05,5.15,7.05,5.15,7.05,188.9,"5.15",5.15,7.05,5.15,7.05,1.8,"Low Inflation"
"252",2004,"North Dakota",5.15,7.05,5.15,7.05,5.15,7.05,188.9,"5.15",5.15,7.05,5.15,7.05,1.8,"Low Inflation"
"253",2004,"Ohio",2.8,3.83,5.15,7.05,5.15,7.05,188.9,"2.80 - 4.25(g)",2.8,3.83,4.25,5.82,1.8,"Low Inflation"
"254",2004,"Oklahoma",2,2.74,5.15,7.05,5.15,7.05,188.9,"2.00 - 5.15(g)",2,2.74,5.15,7.05,1.8,"Low Inflation"
"255",2004,"Oregon",7.05,9.65,5.15,7.05,7.05,9.65,188.9,"7.05",7.05,9.65,7.05,9.65,1.8,"Low Inflation"
"256",2004,"Pennsylvania",5.15,7.05,5.15,7.05,5.15,7.05,188.9,"5.15",5.15,7.05,5.15,7.05,1.8,"Low Inflation"
"257",2004,"Puerto Rico",3.61,4.94,5.15,7.05,5.15,7.05,188.9,"3.61 - 5.15(i)",3.61,4.94,5.15,7.05,1.8,"Low Inflation"
"258",2004,"Rhode Island",6.75,9.24,5.15,7.05,6.75,9.24,188.9,"6.75",6.75,9.24,6.75,9.24,1.8,"Low Inflation"
"259",2004,"South Carolina",0,0,5.15,7.05,5.15,7.05,188.9,"...",0,0,0,0,1.8,"Low Inflation"
"260",2004,"South Dakota",5.15,7.05,5.15,7.05,5.15,7.05,188.9,"5.15",5.15,7.05,5.15,7.05,1.8,"Low Inflation"
"261",2004,"Tennessee",0,0,5.15,7.05,5.15,7.05,188.9,"...",0,0,0,0,1.8,"Low Inflation"
"262",2004,"Texas",5.15,7.05,5.15,7.05,5.15,7.05,188.9,"5.15",5.15,7.05,5.15,7.05,1.8,"Low Inflation"
"263",2004,"U.S. Virgin Islands",4.3,5.89,5.15,7.05,5.15,7.05,188.9,"4.30 - 4.65(g,j)",4.3,5.89,4.65,6.37,1.8,"Low Inflation"
"264",2004,"Utah",5.15,7.05,5.15,7.05,5.15,7.05,188.9,"5.15",5.15,7.05,5.15,7.05,1.8,"Low Inflation"
"265",2004,"Vermont",6.75,9.24,5.15,7.05,6.75,9.24,188.9,"6.75(e)",6.75,9.24,6.75,9.24,1.8,"Low Inflation"
"266",2004,"Virginia",5.15,7.05,5.15,7.05,5.15,7.05,188.9,"5.15[c]",5.15,7.05,5.15,7.05,1.8,"Low Inflation"
"267",2004,"Washington",7.16,9.8,5.15,7.05,7.16,9.8,188.9,"7.16",7.16,9.8,7.16,9.8,1.8,"Low Inflation"
"268",2004,"West Virginia",5.15,7.05,5.15,7.05,5.15,7.05,188.9,"5.15(d)",5.15,7.05,5.15,7.05,1.8,"Low Inflation"
"269",2004,"Wisconsin",5.15,7.05,5.15,7.05,5.15,7.05,188.9,"5.15",5.15,7.05,5.15,7.05,1.8,"Low Inflation"
"270",2004,"Wyoming",5.15,7.05,5.15,7.05,5.15,7.05,188.9,"5.15",5.15,7.05,5.15,7.05,1.8,"Low Inflation"
"271",2005,"Alabama",0,0,5.15,6.82,5.15,6.82,195.3,"...",0,0,0,0,2.15,"High Inflation"
"272",2005,"Alaska",7.15,9.47,5.15,6.82,7.15,9.47,195.3,"7.15",7.15,9.47,7.15,9.47,2.15,"High Inflation"
"273",2005,"Arizona",0,0,5.15,6.82,5.15,6.82,195.3,"...",0,0,0,0,2.15,"High Inflation"
"274",2005,"Arkansas",5.15,6.82,5.15,6.82,5.15,6.82,195.3,"5.15[c]",5.15,6.82,5.15,6.82,2.15,"High Inflation"
"275",2005,"California",6.75,8.94,5.15,6.82,6.75,8.94,195.3,"6.75",6.75,8.94,6.75,8.94,2.15,"High Inflation"
"276",2005,"Colorado",5.15,6.82,5.15,6.82,5.15,6.82,195.3,"5.15",5.15,6.82,5.15,6.82,2.15,"High Inflation"
"277",2005,"Connecticut",7.1,9.4,5.15,6.82,7.1,9.4,195.3,"7.1",7.1,9.4,7.1,9.4,2.15,"High Inflation"
"278",2005,"Delaware",6.15,8.15,5.15,6.82,6.15,8.15,195.3,"6.15",6.15,8.15,6.15,8.15,2.15,"High Inflation"
"279",2005,"District of Columbia",6.6,8.74,5.15,6.82,6.6,8.74,195.3,"6.6",6.6,8.74,6.6,8.74,2.15,"High Inflation"
"280",2005,"Florida",0,0,5.15,6.82,5.15,6.82,195.3,"...",0,0,0,0,2.15,"High Inflation"
"281",2005,"Georgia",5.15,6.82,5.15,6.82,5.15,6.82,195.3,"5.15(d)",5.15,6.82,5.15,6.82,2.15,"High Inflation"
"282",2005,"Guam",5.15,6.82,5.15,6.82,5.15,6.82,195.3,"5.15",5.15,6.82,5.15,6.82,2.15,"High Inflation"
"283",2005,"Hawaii",6.25,8.28,5.15,6.82,6.25,8.28,195.3,"6.25",6.25,8.28,6.25,8.28,2.15,"High Inflation"
"284",2005,"Idaho",5.15,6.82,5.15,6.82,5.15,6.82,195.3,"5.15",5.15,6.82,5.15,6.82,2.15,"High Inflation"
"285",2005,"Illinois",6.5,8.61,5.15,6.82,6.5,8.61,195.3,"6.50[c]",6.5,8.61,6.5,8.61,2.15,"High Inflation"
"286",2005,"Indiana",5.15,6.82,5.15,6.82,5.15,6.82,195.3,"5.15(e)",5.15,6.82,5.15,6.82,2.15,"High Inflation"
"287",2005,"Iowa",5.15,6.82,5.15,6.82,5.15,6.82,195.3,"5.15",5.15,6.82,5.15,6.82,2.15,"High Inflation"
"288",2005,"Kansas",2.65,3.51,5.15,6.82,5.15,6.82,195.3,"2.65",2.65,3.51,2.65,3.51,2.15,"High Inflation"
"289",2005,"Kentucky",5.15,6.82,5.15,6.82,5.15,6.82,195.3,"5.15",5.15,6.82,5.15,6.82,2.15,"High Inflation"
"290",2005,"Louisiana",0,0,5.15,6.82,5.15,6.82,195.3,"...",0,0,0,0,2.15,"High Inflation"
"291",2005,"Maine",6.35,8.41,5.15,6.82,6.35,8.41,195.3,"6.35",6.35,8.41,6.35,8.41,2.15,"High Inflation"
"292",2005,"Maryland",5.15,6.82,5.15,6.82,5.15,6.82,195.3,"5.15",5.15,6.82,5.15,6.82,2.15,"High Inflation"
"293",2005,"Massachusetts",6.75,8.94,5.15,6.82,6.75,8.94,195.3,"6.75",6.75,8.94,6.75,8.94,2.15,"High Inflation"
"294",2005,"Michigan",5.15,6.82,5.15,6.82,5.15,6.82,195.3,"5.15(e)",5.15,6.82,5.15,6.82,2.15,"High Inflation"
"295",2005,"Minnesota",4.9,6.49,5.15,6.82,5.15,6.82,195.3,"4.90 - 5.15(g)",4.9,6.49,5.15,6.82,2.15,"High Inflation"
"296",2005,"Mississippi",0,0,5.15,6.82,5.15,6.82,195.3,"...",0,0,0,0,2.15,"High Inflation"
"297",2005,"Missouri",5.15,6.82,5.15,6.82,5.15,6.82,195.3,"5.15",5.15,6.82,5.15,6.82,2.15,"High Inflation"
"298",2005,"Montana",4,5.3,5.15,6.82,5.15,6.82,195.3,"4.00 - 5.15(g)",4,5.3,5.15,6.82,2.15,"High Inflation"
"299",2005,"Nebraska",5.15,6.82,5.15,6.82,5.15,6.82,195.3,"5.15[c]",5.15,6.82,5.15,6.82,2.15,"High Inflation"
"300",2005,"Nevada",5.15,6.82,5.15,6.82,5.15,6.82,195.3,"5.15",5.15,6.82,5.15,6.82,2.15,"High Inflation"
"301",2005,"New Hampshire",5.15,6.82,5.15,6.82,5.15,6.82,195.3,"5.15",5.15,6.82,5.15,6.82,2.15,"High Inflation"
"302",2005,"New Jersey",5.15,6.82,5.15,6.82,5.15,6.82,195.3,"5.15",5.15,6.82,5.15,6.82,2.15,"High Inflation"
"303",2005,"New Mexico",5.15,6.82,5.15,6.82,5.15,6.82,195.3,"5.15",5.15,6.82,5.15,6.82,2.15,"High Inflation"
"304",2005,"New York",6,7.95,5.15,6.82,6,7.95,195.3,"6",6,7.95,6,7.95,2.15,"High Inflation"
"305",2005,"North Carolina",5.15,6.82,5.15,6.82,5.15,6.82,195.3,"5.15",5.15,6.82,5.15,6.82,2.15,"High Inflation"
"306",2005,"North Dakota",5.15,6.82,5.15,6.82,5.15,6.82,195.3,"5.15",5.15,6.82,5.15,6.82,2.15,"High Inflation"
"307",2005,"Ohio",2.8,3.71,5.15,6.82,5.15,6.82,195.3,"2.80 - 4.25(g)",2.8,3.71,4.25,5.63,2.15,"High Inflation"
"308",2005,"Oklahoma",2,2.65,5.15,6.82,5.15,6.82,195.3,"2.00 - 5.15(g)",2,2.65,5.15,6.82,2.15,"High Inflation"
"309",2005,"Oregon",7.25,9.6,5.15,6.82,7.25,9.6,195.3,"7.25",7.25,9.6,7.25,9.6,2.15,"High Inflation"
"310",2005,"Pennsylvania",5.15,6.82,5.15,6.82,5.15,6.82,195.3,"5.15",5.15,6.82,5.15,6.82,2.15,"High Inflation"
"311",2005,"Puerto Rico",3.61,4.78,5.15,6.82,5.15,6.82,195.3,"3.61 - 5.15(i)",3.61,4.78,5.15,6.82,2.15,"High Inflation"
"312",2005,"Rhode Island",6.75,8.94,5.15,6.82,6.75,8.94,195.3,"6.75",6.75,8.94,6.75,8.94,2.15,"High Inflation"
"313",2005,"South Carolina",0,0,5.15,6.82,5.15,6.82,195.3,"...",0,0,0,0,2.15,"High Inflation"
"314",2005,"South Dakota",5.15,6.82,5.15,6.82,5.15,6.82,195.3,"5.15",5.15,6.82,5.15,6.82,2.15,"High Inflation"
"315",2005,"Tennessee",0,0,5.15,6.82,5.15,6.82,195.3,"...",0,0,0,0,2.15,"High Inflation"
"316",2005,"Texas",5.15,6.82,5.15,6.82,5.15,6.82,195.3,"5.15",5.15,6.82,5.15,6.82,2.15,"High Inflation"
"317",2005,"U.S. Virgin Islands",4.3,5.7,5.15,6.82,5.15,6.82,195.3,"4.30 - 4.65(g,j)",4.3,5.7,4.65,6.16,2.15,"High Inflation"
"318",2005,"Utah",5.15,6.82,5.15,6.82,5.15,6.82,195.3,"5.15",5.15,6.82,5.15,6.82,2.15,"High Inflation"
"319",2005,"Vermont",7,9.27,5.15,6.82,7,9.27,195.3,"7.00(e)",7,9.27,7,9.27,2.15,"High Inflation"
"320",2005,"Virginia",5.15,6.82,5.15,6.82,5.15,6.82,195.3,"5.15[c]",5.15,6.82,5.15,6.82,2.15,"High Inflation"
"321",2005,"Washington",7.35,9.73,5.15,6.82,7.35,9.73,195.3,"7.35",7.35,9.73,7.35,9.73,2.15,"High Inflation"
"322",2005,"West Virginia",5.15,6.82,5.15,6.82,5.15,6.82,195.3,"5.15(d)",5.15,6.82,5.15,6.82,2.15,"High Inflation"
"323",2005,"Wisconsin",5.15,6.82,5.15,6.82,5.15,6.82,195.3,"5.15",5.15,6.82,5.15,6.82,2.15,"High Inflation"
"324",2005,"Wyoming",5.15,6.82,5.15,6.82,5.15,6.82,195.3,"5.15",5.15,6.82,5.15,6.82,2.15,"High Inflation"
"325",2006,"Alabama",0,0,5.15,6.61,5.15,6.61,201.6,"...",0,0,0,0,2.45,"High Inflation"
"326",2006,"Alaska",7.15,9.17,5.15,6.61,7.15,9.17,201.6,"7.15",7.15,9.17,7.15,9.17,2.45,"High Inflation"
"327",2006,"Arizona",0,0,5.15,6.61,5.15,6.61,201.6,"...",0,0,0,0,2.45,"High Inflation"
"328",2006,"Arkansas",5.15,6.61,5.15,6.61,5.15,6.61,201.6,"5.15 [c]",5.15,6.61,5.15,6.61,2.45,"High Inflation"
"329",2006,"California",6.75,8.66,5.15,6.61,6.75,8.66,201.6,"6.75",6.75,8.66,6.75,8.66,2.45,"High Inflation"
"330",2006,"Colorado",5.15,6.61,5.15,6.61,5.15,6.61,201.6,"5.15",5.15,6.61,5.15,6.61,2.45,"High Inflation"
"331",2006,"Connecticut",7.4,9.49,5.15,6.61,7.4,9.49,201.6,"7.4",7.4,9.49,7.4,9.49,2.45,"High Inflation"
"332",2006,"Delaware",6.15,7.89,5.15,6.61,6.15,7.89,201.6,"6.15",6.15,7.89,6.15,7.89,2.45,"High Inflation"
"333",2006,"District of Columbia",7,8.98,5.15,6.61,7,8.98,201.6,"7",7,8.98,7,8.98,2.45,"High Inflation"
"334",2006,"Florida",6.4,8.21,5.15,6.61,6.4,8.21,201.6,"6.4",6.4,8.21,6.4,8.21,2.45,"High Inflation"
"335",2006,"Georgia",5.15,6.61,5.15,6.61,5.15,6.61,201.6,"5.15(d)",5.15,6.61,5.15,6.61,2.45,"High Inflation"
"336",2006,"Guam",5.15,6.61,5.15,6.61,5.15,6.61,201.6,"5.15",5.15,6.61,5.15,6.61,2.45,"High Inflation"
"337",2006,"Hawaii",6.75,8.66,5.15,6.61,6.75,8.66,201.6,"6.75",6.75,8.66,6.75,8.66,2.45,"High Inflation"
"338",2006,"Idaho",5.15,6.61,5.15,6.61,5.15,6.61,201.6,"5.15",5.15,6.61,5.15,6.61,2.45,"High Inflation"
"339",2006,"Illinois",6.5,8.34,5.15,6.61,6.5,8.34,201.6,"6.50[c]",6.5,8.34,6.5,8.34,2.45,"High Inflation"
"340",2006,"Indiana",5.15,6.61,5.15,6.61,5.15,6.61,201.6,"5.15(e)",5.15,6.61,5.15,6.61,2.45,"High Inflation"
"341",2006,"Iowa",5.15,6.61,5.15,6.61,5.15,6.61,201.6,"5.15",5.15,6.61,5.15,6.61,2.45,"High Inflation"
"342",2006,"Kansas",2.65,3.4,5.15,6.61,5.15,6.61,201.6,"2.65",2.65,3.4,2.65,3.4,2.45,"High Inflation"
"343",2006,"Kentucky",5.15,6.61,5.15,6.61,5.15,6.61,201.6,"5.15",5.15,6.61,5.15,6.61,2.45,"High Inflation"
"344",2006,"Louisiana",0,0,5.15,6.61,5.15,6.61,201.6,"...",0,0,0,0,2.45,"High Inflation"
"345",2006,"Maine",6.5,8.34,5.15,6.61,6.5,8.34,201.6,"6.5",6.5,8.34,6.5,8.34,2.45,"High Inflation"
"346",2006,"Maryland",5.15,6.61,5.15,6.61,5.15,6.61,201.6,"5.15",5.15,6.61,5.15,6.61,2.45,"High Inflation"
"347",2006,"Massachusetts",6.75,8.66,5.15,6.61,6.75,8.66,201.6,"6.75",6.75,8.66,6.75,8.66,2.45,"High Inflation"
"348",2006,"Michigan",5.15,6.61,5.15,6.61,5.15,6.61,201.6,"5.15(e)",5.15,6.61,5.15,6.61,2.45,"High Inflation"
"349",2006,"Minnesota",5.25,6.74,5.15,6.61,5.25,6.74,201.6,"5.25 - 6.15(g)",5.25,6.74,6.15,7.89,2.45,"High Inflation"
"350",2006,"Mississippi",0,0,5.15,6.61,5.15,6.61,201.6,"...",0,0,0,0,2.45,"High Inflation"
"351",2006,"Missouri",5.15,6.61,5.15,6.61,5.15,6.61,201.6,"5.15",5.15,6.61,5.15,6.61,2.45,"High Inflation"
"352",2006,"Montana",4,5.13,5.15,6.61,5.15,6.61,201.6,"4.00 - 5.15",4,5.13,5.15,6.61,2.45,"High Inflation"
"353",2006,"Nebraska",5.15,6.61,5.15,6.61,5.15,6.61,201.6,"5.15[c]",5.15,6.61,5.15,6.61,2.45,"High Inflation"
"354",2006,"Nevada",5.15,6.61,5.15,6.61,5.15,6.61,201.6,"5.15",5.15,6.61,5.15,6.61,2.45,"High Inflation"
"355",2006,"New Hampshire",5.15,6.61,5.15,6.61,5.15,6.61,201.6,"5.15",5.15,6.61,5.15,6.61,2.45,"High Inflation"
"356",2006,"New Jersey",6.15,7.89,5.15,6.61,6.15,7.89,201.6,"6.15",6.15,7.89,6.15,7.89,2.45,"High Inflation"
"357",2006,"New Mexico",5.15,6.61,5.15,6.61,5.15,6.61,201.6,"5.15",5.15,6.61,5.15,6.61,2.45,"High Inflation"
"358",2006,"New York",6.75,8.66,5.15,6.61,6.75,8.66,201.6,"6.75",6.75,8.66,6.75,8.66,2.45,"High Inflation"
"359",2006,"North Carolina",5.15,6.61,5.15,6.61,5.15,6.61,201.6,"5.15",5.15,6.61,5.15,6.61,2.45,"High Inflation"
"360",2006,"North Dakota",5.15,6.61,5.15,6.61,5.15,6.61,201.6,"5.15",5.15,6.61,5.15,6.61,2.45,"High Inflation"
"361",2006,"Ohio",2.8,3.59,5.15,6.61,5.15,6.61,201.6,"2.80 - 4.25(g)",2.8,3.59,4.25,5.45,2.45,"High Inflation"
"362",2006,"Oklahoma",2,2.57,5.15,6.61,5.15,6.61,201.6,"2.00 - 5.15",2,2.57,5.15,6.61,2.45,"High Inflation"
"363",2006,"Oregon",7.5,9.62,5.15,6.61,7.5,9.62,201.6,"7.5",7.5,9.62,7.5,9.62,2.45,"High Inflation"
"364",2006,"Pennsylvania",5.15,6.61,5.15,6.61,5.15,6.61,201.6,"5.15",5.15,6.61,5.15,6.61,2.45,"High Inflation"
"365",2006,"Puerto Rico",3.61,4.63,5.15,6.61,5.15,6.61,201.6,"3.61 - 5.15(i)",3.61,4.63,5.15,6.61,2.45,"High Inflation"
"366",2006,"Rhode Island",6.75,8.66,5.15,6.61,6.75,8.66,201.6,"6.75",6.75,8.66,6.75,8.66,2.45,"High Inflation"
"367",2006,"South Carolina",0,0,5.15,6.61,5.15,6.61,201.6,"...",0,0,0,0,2.45,"High Inflation"
"368",2006,"South Dakota",5.15,6.61,5.15,6.61,5.15,6.61,201.6,"5.15",5.15,6.61,5.15,6.61,2.45,"High Inflation"
"369",2006,"Tennessee",0,0,5.15,6.61,5.15,6.61,201.6,"...",0,0,0,0,2.45,"High Inflation"
"370",2006,"Texas",5.15,6.61,5.15,6.61,5.15,6.61,201.6,"5.15",5.15,6.61,5.15,6.61,2.45,"High Inflation"
"371",2006,"U.S. Virgin Islands",4.3,5.52,5.15,6.61,5.15,6.61,201.6,"4.30 - 4.65 (g)",4.3,5.52,4.65,5.97,2.45,"High Inflation"
"372",2006,"Utah",5.15,6.61,5.15,6.61,5.15,6.61,201.6,"5.15",5.15,6.61,5.15,6.61,2.45,"High Inflation"
